ano,uf,ugrhi,municipio,codigo_ibge,populacao_urbana,atendimento_coleta_porc,atendimento_tratamento_porc,eficiencia,carga_poluidora_potencial,carga_poluidora_remancescente,ictem
2022,SP,14,Campina do Monte Alegre,3509452,5151,83.9,100,92.6,278,62,8.11
2022,SP,14,Capão Bonito,3510203,38578,94.9,100,84.6,2083,411,9.42
2022,SP,14,Coronel Macedo,3512605,3548,97.9,100,89.1,192,24,9.77
2022,SP,14,Fartura,3515400,12863,100,100,65.4,695,240,7.75
2022,SP,14,Guapiara,3517604,6790,78.9,91,99,367,106,7.37
2022,SP,14,Guareí,3518503,11116,85.8,100,90.1,600,136,8.31
2022,SP,14,Ipaussu,3520905,13972,99,99,80,754,163,8.58
2022,SP,14,Itaberá,3521705,11831,88.1,100,95,639,104,9.32
2022,SP,14,Itaí,3521804,21698,83.5,100,67.3,1172,513,6.7
2022,SP,14,Itapetininga,3522307,151681,95.9,100,84.2,8191,1577,9.639999999999999
2022,SP,14,Itapeva,3522406,80267,87.8,100,91,4334,871,8.209999999999999
2022,SP,14,Itaporanga,3522802,11524,89.5,100,90,622,121,9.639999999999999
2022,SP,14,Itararé,3523206,46897,91.2,100,87,2532,523,8.229999999999999
2022,SP,14,Manduri,3528601,8626,90,100,86,466,105,8.18
2022,SP,14,Nova Campina,3532827,6741,64.1,100,44,364,261,4.79
2022,SP,14,Paranapanema,3535804,16737,70.3,100,82.5,904,380,6.319999999999999
2022,SP,14,Pilar do Sul,3537909,23267,73.2,100,88,1256,447,7.29
2022,SP,14,Piraju,3538808,26912,100,100,88,1453,174,9.8
2022,SP,14,Ribeirão Branco,3543006,8131,81,90,90,439,151,7.03
2022,SP,14,Ribeirão Grande,3543253,2427,100,100,99,131,1,9.7
2022,SP,14,Riversul,3543501,3910,97.5,100,83,211,40,9.76
2022,SP,14,São Miguel Arcanjo,3550209,22610,70.1,100,68.1,1221,638,6.1499999999999995
2022,SP,14,Sarutaiá,3551207,2958,96,100,97,160,11,9.94
2022,SP,14,Taguaí,3553005,10327,100,100,85.5,558,81,9.5
2022,SP,14,Taquarituba,3553807,20458,100,100,83.2,1105,186,9.8
2022,SP,14,Taquarivaí,3553856,3257,75.8,100,88,176,59,7.18
2022,SP,14,Tejupá,3554201,2888,92,0,0,156,156,1.3800000000000001
2022,SP,14,Timburi,3554607,1925,94.5,100,69,104,36,7.659999999999999
2022,SP,15,Álvares Florence,3501202,2457,100,100,65.2,133,46,7.74
2022,SP,15,Américo de Campos,3501806,5029,99,98,93,272,27,9.96
2022,SP,15,Ariranha,3503703,9329,100,100,81.4,504,94,10
2022,SP,15,Aspásia,3503950,1261,100,100,81,68,13,10
2022,SP,15,Bálsamo,3504800,8435,99.9,100,91.1,455,41,10
2022,SP,15,Cajobi,3509304,9957,100,100,82.3,538,95,9.5
2022,SP,15,Cândido Rodrigues,3510104,2264,100,100,65,122,43,7.430000000000001
2022,SP,15,Cardoso,3510708,11244,100,100,97.6,607,15,10
2022,SP,15,Catanduva,3511102,122125,99.1,100,86.3,6595,955,9.99
2022,SP,15,Catiguá,3511201,7286,100,100,89.6,393,41,10
2022,SP,15,Cedral,3511300,7478,100,100,85.2,404,60,9.7
2022,SP,15,Cosmorama,3512902,4996,99.5,100,68.9,270,85,7.6499999999999995
2022,SP,15,Dolcinópolis,3514205,1960,100,100,83.8,106,17,10
2022,SP,15,Embaúba,3514957,2080,100,100,64,112,40,7.359999999999999
2022,SP,15,Estrela d'Oeste,3515202,7007,100,100,83.4,378,63,10
2022,SP,15,Fernando Prestes,3515608,4928,100,100,73,266,72,7.95
2022,SP,15,Fernandópolis,3515509,67545,100,100,86.5,3647,492,10
2022,SP,15,Guapiaçu,3517505,19536,80,100,73.8,1055,432,7.04
2022,SP,15,Guarani d'Oeste,3518008,1758,100,100,57.3,95,41,7.22
2022,SP,15,Indiaporã,3520707,3356,93.4,100,87.9,181,32,9.9
2022,SP,15,Ipiguá,3521150,3358,100,0,0,181,181,1.8
2022,SP,15,Macedônia,3528205,2794,98.7,100,81,151,30,8.68
2022,SP,15,Meridiano,3529609,2645,100,100,86,143,20,10
2022,SP,15,Mesópolis,3529658,1481,99.1,100,90.3,80,8,9.99
2022,SP,15,Mira Estrela,3530003,2084,98.6,100,87,113,16,9.98
2022,SP,15,Mirassol,3530300,59233,100,100,89.9,3199,323,10
2022,SP,15,Mirassolândia,3530409,4038,80,100,82.1,218,75,7.470000000000001
2022,SP,15,Monte Alto,3531308,48742,100,100,93.6,2632,168,10
2022,SP,15,Monte Azul Paulista,3531506,17710,99.8,30,91,956,696,4.22
2022,SP,15,Nova Granada,3533007,20269,97.7,100,80.1,1095,238,8.26
2022,SP,15,Novais,3533254,5515,100,96,53.1,298,146,6.55
2022,SP,15,Olímpia,3533908,52394,100,100,80.8,2829,543,10
2022,SP,15,Onda Verde,3534005,3496,100,100,80.2,189,37,9.7
2022,SP,15,Orindiúva,3534203,6735,92.1,100,83,364,86,8.350000000000001
2022,SP,15,Ouroeste,3534757,9617,100,100,86.6,519,70,10
2022,SP,15,Palestina,3535002,11045,98.5,100,59.1,596,249,7.26
2022,SP,15,Palmares Paulista,3535101,13297,80.7,100,81.6,718,245,7.29
2022,SP,15,Paraíso,3535705,5749,100,100,56.4,310,135,7.17
2022,SP,15,Paranapuã,3535903,3658,100,100,84,198,32,10
2022,SP,15,Parisi,3536257,1760,80,100,96,95,22,8.19
2022,SP,15,Paulo de Faria,3536604,8096,100,100,93,437,31,10
2022,SP,15,Pedranópolis,3536901,1535,100,100,80,83,17,10
2022,SP,15,Pindorama,3538105,16449,100,100,88,888,107,10
2022,SP,15,Pirangi,3539004,10336,100,100,67.7,558,180,7.7
2022,SP,15,Pontes Gestal,3540309,2172,100,100,83,117,20,10
2022,SP,15,Populina,3540408,3342,100,100,88,180,22,10
2022,SP,15,Riolândia,3544202,10171,100,100,83.1,549,93,10
2022,SP,15,Santa Adélia,3545605,14796,99,100,70.2,799,244,8.01
2022,SP,15,Santa Albertina,3545704,5158,100,100,84,279,45,10
2022,SP,15,Santa Clara d'Oeste,3546108,1591,100,100,87,86,11,10
2022,SP,15,Santa Rita d'Oeste,3547403,1726,71,100,50.5,93,60,5.39
2022,SP,15,São José do Rio Preto,3549805,440709,100,100,94,23798,1428,10
2022,SP,15,Severínia,3551900,16984,100,78,65.1,917,451,6.470000000000001
2022,SP,15,Tabapuã,3552601,11628,100,100,77,628,144,8.209999999999999
2022,SP,15,Taiaçu,3553104,5748,100,100,70,310,93,7.75
2022,SP,15,Taiúva,3553203,5072,100,100,77.5,274,62,8.239999999999998
2022,SP,15,Tanabi,3553401,23701,98.2,94,88,1280,240,9.88
2022,SP,15,Turmalina,3555307,1186,100,100,90.5,64,6,10
2022,SP,15,Uchoa,3555604,9470,100,100,96.6,511,17,10
2022,SP,15,Urânia,3555802,7679,100,100,78,415,91,8.57
2022,SP,15,Valentim Gentil,3556107,12534,100,100,96,677,27,10
2022,SP,15,Vista Alegre do Alto,3556909,8452,100,100,45.8,456,247,6.18
2022,SP,15,Vitória Brasil,3556958,1530,100,100,87,83,11,10
2022,SP,15,Votuporanga,3557105,93413,99,99.7,75.7,5044,1275,8.350000000000001
2022,SP,16,Adolfo,3500204,3189,100,100,82.5,172,30,10
2022,SP,16,Avaí,3504305,3671,91.4,100,79.9,198,53,8.12
2022,SP,16,Bady Bassitt,3504602,16849,100,100,88.1,910,108,10
2022,SP,16,Balbinos,3504701,1971,100,100,78.4,106,23,8.6
2022,SP,16,Borborema,3507407,14671,99,100,83.4,792,138,9.99
2022,SP,16,Cafelândia,3508801,15564,100,4,0,840,840,1.56
2022,SP,16,Dobrada,3514007,8885,100,100,83.2,480,81,9.8
2022,SP,16,Elisiário,3514924,3428,100,100,64.5,185,66,7.39
2022,SP,16,Guaiçara,3517208,11280,100,100,82,609,110,10
2022,SP,16,Guarantã,3518107,5702,100,100,81,308,59,10
2022,SP,16,Ibirá,3519402,11652,98.9,100,81.5,629,122,9.98
2022,SP,16,Irapuã,3521507,7226,100,90.3,89,390,77,9.850000000000001
2022,SP,16,Itajobi,3521903,12788,83.4,96.1,85.7,691,216,7.35
2022,SP,16,Itápolis,3522703,39486,100,70,80,2132,938,6.49
2022,SP,16,Jaci,3524501,6305,99,100,79.6,340,72,8.61
2022,SP,16,Lins,3527108,78055,100,100,80.6,4215,818,10
2022,SP,16,Marapoama,3528858,2587,87.3,100,24,140,110,4.67
2022,SP,16,Matão,3529302,82526,100,100,94.2,4456,258,10
2022,SP,16,Mendonça,3529500,4609,100,100,67.3,249,81,7.57
2022,SP,16,Nova Aliança,3532801,5933,100,100,59.1,320,131,7.04
2022,SP,16,Novo Horizonte,3533502,38860,100,100,87.1,2098,271,9.8
2022,SP,16,Pirajuí,3538907,21137,98,0,0,1141,1141,1.47
2022,SP,16,Piratininga,3539400,11911,100,100,88.5,643,74,9.7
2022,SP,16,Pongaí,3540101,2844,100,100,85.6,154,22,10
2022,SP,16,Potirendaba,3540804,15878,90,95,85.2,857,233,8.01
2022,SP,16,Presidente Alves,3541109,3384,100,100,92.3,183,14,9.8
2022,SP,16,Reginópolis,3542503,5985,100,80,94,323,80,7.79
2022,SP,16,Sabino,3544608,4944,98.6,100,71.1,267,80,8.04
2022,SP,16,Sales,3544806,5834,67,100,83,315,140,6.619999999999999
2022,SP,16,Santa Ernestina,3546504,5153,100,100,96,278,11,10
2022,SP,16,Taquaritinga,3553708,54541,100,100,91.9,2945,239,9.7
2022,SP,16,Uru,3555901,987,83.3,100,85,53,16,7.85
2022,SP,16,Urupês,3556008,12427,100,100,80.1,671,134,10
2022,SP,17,Águas de Santa Bárbara,3500550,4670,73.2,100,95,252,77,7.42
2022,SP,17,Alvinlândia,3501509,2918,99,100,77.3,158,37,8.46
2022,SP,17,Assis,3504008,101151,100,100,83.6,5462,896,10
2022,SP,17,Avaré,3504503,87871,99.8,100,81.8,4745,871,9.8
2022,SP,17,Cabrália Paulista,3508306,3653,99,100,85.3,197,31,9.99
2022,SP,17,Campos Novos Paulista,3509809,3908,100,100,80,211,42,10
2022,SP,17,Cândido Mota,3510005,29531,99.6,93,55.8,1595,770,6.45
2022,SP,17,Canitar,3510153,5081,92,100,88,274,53,9.870000000000001
2022,SP,17,Cerqueira César,3511409,18279,90,100,64,987,419,6.59
2022,SP,17,Chavantes,3557204,11419,99,100,84,617,104,9.99
2022,SP,17,Cruzália,3513306,1342,100,100,81.9,72,13,10
2022,SP,17,Duartina,3514502,11150,100,100,83.5,602,99,10
2022,SP,17,Echaporã,3514700,4799,100,100,91,259,23,10
2022,SP,17,Espírito Santo do Turvo,3515194,4213,94.1,100,83,228,50,8.49
2022,SP,17,Fernão,3515657,946,100,100,75.9,51,12,8.43
2022,SP,17,Florínea,3516101,2336,93.2,100,90,126,20,9.9
2022,SP,17,Gália,3516606,4784,100,100,76,258,62,8.44
2022,SP,17,Iaras,3519253,4354,100,100,88,235,28,9.8
2022,SP,17,Ibirarema,3519501,7321,100,100,89,395,43,10
2022,SP,17,Itatinga,3523503,19228,83.2,100,88.8,1038,271,7.75
2022,SP,17,João Ramalho,3525607,3908,100,100,87,211,27,9.7
2022,SP,17,Lucianópolis,3527504,1909,100,100,75.6,103,25,8.11
2022,SP,17,Lupércio,3527801,4091,92.3,100,84.1,221,49,8.43
2022,SP,17,Maracaí,3528809,12753,98.1,100,86.8,689,102,9.97
2022,SP,17,Ocauçu,3533700,3429,93.1,100,72.7,185,60,7.5
2022,SP,17,Óleo,3533809,1614,100,100,80,87,17,10
2022,SP,17,Ourinhos,3534708,112165,99.3,81.8,78,6057,2219,6.84
2022,SP,17,Palmital,3535309,20469,100,100,84,1105,177,10
2022,SP,17,Paraguaçu Paulista,3535507,41850,100,100,94.8,2260,118,10
2022,SP,17,Pardinho,3536109,5173,70.5,100,92,279,98,6.98
2022,SP,17,Paulistânia,3536570,1250,95.3,100,84.2,68,13,9.93
2022,SP,17,Pedrinhas Paulista,3537156,2623,100,100,90,142,14,10
2022,SP,17,Platina,3539707,2839,87.5,100,80,153,46,7.859999999999999
2022,SP,17,Pratânia,3541059,4070,100,100,66.2,220,74,7.8
2022,SP,17,Quatá,3541703,13428,95.3,100,91,725,96,9.93
2022,SP,17,Rancharia,3542206,26670,99,100,63,1440,542,7.54
2022,SP,17,Ribeirão do Sul,3543204,3362,93.9,100,80,182,45,8.29
2022,SP,17,Salto Grande,3545407,8483,70,100,78.4,458,207,6.619999999999999
2022,SP,17,Santa Cruz do Rio Pardo,3546405,44072,100,100,86,2380,333,10
2022,SP,17,São Pedro do Turvo,3550506,5526,100,100,93.4,298,20,10
2022,SP,17,Tarumã,3553955,14456,100,100,74,781,203,8.01
2022,SP,17,Ubirajara,3555505,3521,100,100,79.5,190,39,8.17
2022,SP,18,Aparecida d'Oeste,3502606,3376,100,100,89,182,20,10
2022,SP,18,Auriflama,3504206,13964,100,100,84.7,754,115,10
2022,SP,18,Dirce Reis,3513850,1367,96.6,100,84,74,14,9.950000000000001
2022,SP,18,Floreal,3515905,2342,100,100,75,126,32,8.38
2022,SP,18,General Salgado,3516903,9242,100,100,80.6,499,97,10
2022,SP,18,Guzolândia,3518909,4522,98.8,100,88,244,32,9.98
2022,SP,18,Ilha Solteira,3520442,25230,91.5,100,54.4,1362,684,6.609999999999999
2022,SP,18,Jales,3524808,46384,100,100,88,2505,301,10
2022,SP,18,Marinópolis,3529104,1662,100,100,89,90,10,10
2022,SP,18,Monte Aprazível,3531407,23359,100,100,85,1261,189,10
2022,SP,18,Neves Paulista,3532504,8047,95,100,65.8,435,163,7.1899999999999995
2022,SP,18,Nhandeara,3532603,9377,100,100,90.4,506,49,10
2022,SP,18,Nova Canaã Paulista,3532843,759,100,100,80,41,8,10
2022,SP,18,Palmeira d'Oeste,3535200,6956,100,100,88,376,45,10
2022,SP,18,Pontalinda,3540259,3916,90.1,100,82,211,55,8.15
2022,SP,18,Rubinéia,3544509,2626,79.7,100,85.9,142,45,7.6499999999999995
2022,SP,18,Santa Fé do Sul,3546603,31505,100,100,79.2,1701,354,8.65
2022,SP,18,Santa Salete,3547650,882,100,100,86,48,7,10
2022,SP,18,Santana da Ponte Pensa,3547205,968,100,100,86,52,7,10
2022,SP,18,São Francisco,3549003,2183,100,100,0,118,118,3.5
2022,SP,18,São João das Duas Pontes,3549201,1953,100,100,89.6,105,11,10
2022,SP,18,São João de Iracema,3549250,1584,100,100,48,86,44,6.619999999999999
2022,SP,18,Sebastianópolis do Sul,3551306,2784,97,100,90,150,19,9.96
2022,SP,18,Suzanápolis,3552551,2712,98,100,79.7,146,32,8.55
2022,SP,18,Três Fronteiras,3554904,4961,100,100,85,268,40,10
2022,SP,19,Alto Alegre,3501103,3215,96.5,100,85.6,174,30,9.65
2022,SP,19,Andradina,3502101,53433,98.6,100,74.9,2885,754,7.98
2022,SP,19,Araçatuba,3502804,195368,98.5,100,93.4,10550,840,9.98
2022,SP,19,Avanhandava,3504404,11891,100,100,68.5,642,202,7.6499999999999995
2022,SP,19,Barbosa,3505104,6369,99,100,68,344,112,7.57
2022,SP,19,Bento de Abreu,3506201,2768,92.4,100,88.4,149,27,9.59
2022,SP,19,Bilac,3506409,7538,100,100,66.1,407,138,7.5
2022,SP,19,Birigui,3506508,122335,98,100,81.2,6606,1349,8.34
2022,SP,19,Braúna,3507704,5067,100,100,69.3,274,85,7.6899999999999995
2022,SP,19,Brejo Alegre,3507753,2387,89.2,100,84,129,32,8.209999999999999
2022,SP,19,Buritama,3508108,16407,100,100,53,886,416,6.6499999999999995
2022,SP,19,Castilho,3511003,16241,100,100,85.8,877,125,9.7
2022,SP,19,Coroados,3512506,5019,94.9,100,87,271,47,9.92
2022,SP,19,Gastão Vidigal,3516804,4399,82.1,100,91,238,60,8.09
2022,SP,19,Glicério,3517109,3566,85.4,100,82.3,193,57,7.85
2022,SP,19,Guaraçaí,3517802,6514,100,100,71.7,352,100,7.859999999999999
2022,SP,19,Guararapes,3518206,30780,100,100,50.5,1662,823,6.48
2022,SP,19,Itapura,3523008,3991,80,100,39,216,148,5.23
2022,SP,19,José Bonifácio,3525706,34163,99,98,79.3,1845,425,8.46
2022,SP,19,Lavínia,3526506,6141,100,100,61,332,129,7.17
2022,SP,19,Lourdes,3527256,1894,100,100,82.5,102,18,10
2022,SP,19,Macaubal,3528106,7225,99,100,68,390,128,7.37
2022,SP,19,Magda,3528304,2560,100,100,89,138,15,10
2022,SP,19,Mirandópolis,3530102,26556,90,100,58,1434,685,6.44
2022,SP,19,Monções,3531001,1958,100,100,91,106,10,10
2022,SP,19,Murutinga do Sul,3532108,2781,100,100,27.8,150,108,4.81
2022,SP,19,Nipoã,3532702,4780,92.5,100,92.6,258,37,9.59
2022,SP,19,Nova Castilho,3532868,855,100,100,39,46,28,5.74
2022,SP,19,Nova Luzitânia,3533304,3783,76.9,100,93.1,204,58,7.8
2022,SP,19,Penápolis,3537305,61219,100,100,65.3,3306,1147,7.44
2022,SP,19,Pereira Barreto,3537404,23908,99,100,59,1291,537,7.29
2022,SP,19,Planalto,3539608,4531,94,100,85.2,245,49,9.61
2022,SP,19,Poloni,3539905,5488,100,100,80,296,59,10
2022,SP,19,Promissão,3541604,34737,99,99,90,1876,221,9.98
2022,SP,19,Rubiácea,3544400,1830,100,100,84.2,99,16,9.7
2022,SP,19,"Santo Antônio do
Aracanguá",3548054,6687,100,100,84.5,361,56,9.7
2022,SP,19,Sud Mennucci,3552304,6649,100,100,85.8,359,51,10
2022,SP,19,Turiúba,3555208,1657,100,100,91.3,89,8,10
2022,SP,19,Ubarana,3555356,5943,100,100,52.8,321,151,6.930000000000001
2022,SP,19,União Paulista,3555703,1444,100,100,80,78,16,9.7
2022,SP,19,Valparaíso,3556305,25823,99.8,100,36,1394,893,5.54
2022,SP,19,Zacarias,3557154,2189,95.9,100,87.6,118,19,9.94
2022,SP,20,Álvaro de Carvalho,3501400,3377,99.2,100,95.1,182,10,9.99
2022,SP,20,Arco-Íris,3503356,1000,98,100,81,54,11,8.629999999999999
2022,SP,20,Clementina,3511904,8477,100,100,70.7,458,134,7.8
2022,SP,20,Dracena,3514403,43667,93.1,100,64.8,2358,935,7.319999999999999
2022,SP,20,Gabriel Monteiro,3516507,2314,100,100,80.2,125,25,9.7
2022,SP,20,Garça,3516705,40386,99.5,100,73,2181,598,8.209999999999999
2022,SP,20,Getulina,3517000,8891,80,100,72,480,204,6.94
2022,SP,20,Guaimbê,3517307,5073,99,99,75,274,73,8.26
2022,SP,20,Herculândia,3519006,8789,96.3,95,84.6,475,107,8.4
2022,SP,20,Iacri,3519204,4932,97.6,100,79.6,266,59,8.51
2022,SP,20,Júlio Mesquita,3525805,4589,100,100,80.5,248,48,10
2022,SP,20,Lucélia,3527405,19072,97.9,100,71.9,1030,305,7.75
2022,SP,20,Luiziânia,3527702,5425,86.4,100,86.2,293,75,8.139999999999999
2022,SP,20,Monte Castelo,3531605,3292,99,100,82.2,178,33,9.99
2022,SP,20,Nova Guataporanga,3533106,2025,100,100,92.5,109,8,9.7
2022,SP,20,Nova Independência,3533205,3297,100,100,64.4,178,63,7.6899999999999995
2022,SP,20,Pacaembu,3534906,10555,72.9,100,45,570,383,4.92
2022,SP,20,Panorama,3535408,15487,92.8,100,94,836,107,9.89
2022,SP,20,Parapuã,3536000,8970,100,100,93.1,484,33,9.7
2022,SP,20,Paulicéia,3536406,6268,60,100,75.8,338,185,5.56
2022,SP,20,Piacatu,3537701,5374,97.1,100,81.3,290,61,8.29
2022,SP,20,Pompéia,3540002,20772,95,100,88.8,1122,175,9.629999999999999
2022,SP,20,Queiroz,3541802,2984,100,100,85,161,24,10
2022,SP,20,Quintana,3542008,6164,100,100,90.3,333,32,9.7
2022,SP,20,Rinópolis,3543808,8640,99.5,100,86.1,467,67,9.99
2022,SP,20,Salmourão,3545100,4818,88,100,74.1,260,91,7.25
2022,SP,20,Santa Mercedes,3547106,2559,96.2,100,88.2,138,21,9.94
2022,SP,20,Santópolis do Aguapeí,3548401,4693,88.7,100,89.4,253,52,8.18
2022,SP,20,São João do Pau d'Alho,3549300,1699,100,100,84.9,92,14,9.7
2022,SP,20,Tupã,3555000,62983,100,100,90.3,3401,330,10
2022,SP,20,Tupi Paulista,3555109,12306,100,100,76.5,665,156,8.17
2022,SP,20,Vera Cruz,3556602,9393,98,100,86.1,507,79,9.97
2022,SP,21,Adamantina,3500105,33230,100,100,78.4,1794,388,8.6
2022,SP,21,Alfredo Marcondes,3500808,3514,99,100,83,190,34,9.99
2022,SP,21,Álvares Machado,3501301,22593,100,100,97,1220,37,10
2022,SP,21,Bastos,3505807,18045,99,100,71.8,974,282,8.11
2022,SP,21,Borá,3507209,653,100,100,92,35,3,10
2022,SP,21,Caiabu,3508900,3415,90.6,100,84.7,184,43,8.350000000000001
2022,SP,21,Emilianópolis,3515129,2677,98.7,100,80,145,30,8.61
2022,SP,21,Flora Rica,3515806,1131,89.4,100,76.5,61,19,7.49
2022,SP,21,Flórida Paulista,3516002,11784,100,100,89.8,636,65,9.7
2022,SP,21,Indiana,3520608,4168,98.5,100,85,225,37,9.98
2022,SP,21,Inúbia Paulista,3520806,3540,97,100,87.1,191,30,9.96
2022,SP,21,Irapuru,3521606,5908,100,100,80,319,64,9.7
2022,SP,21,Junqueirópolis,3526001,17251,100,100,87.1,932,120,9.7
2022,SP,21,Lutécia,3527900,2086,100,100,92,113,9,10
2022,SP,21,Mariápolis,3528908,3283,97,100,85,177,31,9.66
2022,SP,21,Marília,3529005,231381,80,0,0,12495,12495,1.2
2022,SP,21,Martinópolis,3529203,22501,100,100,80.7,1215,235,10
2022,SP,21,Oriente,3534104,6136,100,100,75,331,83,8.38
2022,SP,21,Oscar Bressane,3534500,2154,95.1,100,88,116,19,9.93
2022,SP,21,Osvaldo Cruz,3534609,29760,100,100,80,1607,321,9.7
2022,SP,21,Ouro Verde,3534807,7982,95,100,77.2,431,115,7.9
2022,SP,21,Piquerobi,3538303,2797,97,100,92,151,16,9.96
2022,SP,21,Pracinha,3540853,2073,100,100,76.3,112,27,8.16
2022,SP,21,Ribeirão dos Índios,3543238,1880,96.8,100,87,102,16,9.950000000000001
2022,SP,21,Sagres,3544707,1843,91.7,100,84.2,100,23,8.1
2022,SP,21,Santo Expedito,3548302,2793,97.5,100,90,151,18,9.96
2022,SP,22,Anhumas,3502408,3414,100,100,85,184,28,10
2022,SP,22,Caiuá,3509106,2305,100,100,70,124,37,8.05
2022,SP,22,Estrela do Norte,3515301,2191,100,100,85,118,18,10
2022,SP,22,Euclides da Cunha Paulista,3515350,5917,86.6,100,79,320,101,7.75
2022,SP,22,Iepê,3519907,7306,95,100,97.9,395,28,9.93
2022,SP,22,Marabá Paulista,3528700,2688,97,100,83,145,28,9.96
2022,SP,22,Mirante do Paranapanema,3530201,10843,84.1,100,86,586,162,7.96
2022,SP,22,Nantes,3532157,2887,100,100,80,156,31,10
2022,SP,22,Narandiba,3532207,3584,100,100,89,194,21,10
2022,SP,22,Pirapozinho,3539202,26578,94.5,100,68,1435,513,7.6
2022,SP,22,Presidente Bernardes,3541208,10015,81.6,100,94,541,126,8.209999999999999
2022,SP,22,Presidente Epitácio,3541307,41581,93.1,100,85,2245,468,8.54
2022,SP,22,Presidente Prudente,3541406,227221,100,100,96.9,12270,380,9.7
2022,SP,22,Presidente Venceslau,3541505,37935,98,100,90,2048,242,9.47
2022,SP,22,Regente Feijó,3542404,18919,100,100,86.5,1022,138,10
2022,SP,22,Rosana,3544251,12828,79.5,100,88.5,693,205,7.76
2022,SP,22,Sandovalina,3545506,3074,87.7,100,84,166,44,8.11
2022,SP,22,Santo Anastácio,3547700,19434,97.8,100,92.6,1049,99,9.97
2022,SP,22,Taciba,3552908,5410,100,100,83,292,50,10
2022,SP,22,Tarabai,3553906,7035,88.1,100,78.8,380,116,7.83
2022,SP,22,Teodoro Sampaio,3554300,18996,100,100,83.5,1026,169,10
